Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,EMA_20,bb_upper,bb_middle,bb_lower,bb_percent_b,bb_z_score,bb_width,rsi,macd_line,macd_signal,macd_histogram,stoch_k,stoch_d,ichimoku_tenkan,ichimoku_kijun,ichimoku_senkou_a,ichimoku_senkou_b,ichimoku_chikou,fib_0,fib_236,fib_382,fib_500,fib_618,fib_786,fib_100,adx,pdi,mdi,psar,psar_is_reversal,donchian_upper,donchian_lower,donchian_center,donchian_width,roc,elliott_wave_oscillator,doji,hammer,shooting_star,engulfing_bullish,engulfing_bearish
2019-04-24 00:00:00-04:00,183.06789220696604,183.2985705262292,182.27975228216468,182.33743286132807,24977100,0.0,0.0,0.0,177.781700203609,183.7632475588862,177.50143814086914,171.23962872285207,0.8861499446585205,1.5445997786340826,0.0705550274251586,76.85436783172455,3.041171172287335,2.90240004448868,0.1387711277986549,94.51691392571718,94.9941758305709,180.3718817323525,176.5177386374578,166.5842954727351,157.7267447667498,167.18984985351562,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,46.050246680348174,40.073616475013495,9.677244873625543,178.76581874617935,False,183.1351200031344,169.7369067486864,176.4360133759104,13.398213254447969,2.734781759432606,6.920768083844848,False,False,False,False,False
2019-04-25 00:00:00-04:00,183.70226298587664,183.7887618636488,182.08754393847207,183.0775146484375,29517500,0.0,0.0,0.0,178.28606348406888,184.06230391573757,178.10599517822266,172.14968644070777,0.9173322513407086,1.669329005362833,0.0668849887007417,78.28412700200191,3.096616365294892,2.9412433086499226,0.1553730566449696,91.64278467477097,94.09950961845163,180.61697740106231,176.76283430616758,167.40784035513497,158.2121100546247,163.5087127685547,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,47.248950853967166,39.23383999054726,8.95547742176379,179.67236910218932,False,183.2985705262292,169.7369067486864,176.5177386374578,13.561663777542776,2.8898717324797887,7.0875994001116,False,False,False,False,False
2019-04-26 00:00:00-04:00,182.78910896227544,183.27929843651512,181.2609039720072,183.2408447265625,26359500,0.0,0.0,0.0,178.7579474119254,184.2033428530294,178.69901580810546,173.19468876318152,0.9125689554225792,1.6502758216903202,0.0616044472324874,78.59833165339205,3.117796435959832,2.9765539341119043,0.1412425018479277,90.1108643575052,92.09018765266444,180.61697740106231,176.76283430616758,168.14492305531556,159.7046869516052,168.1125946044922,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,47.49061654375341,35.820295934912195,11.739627066185324,180.4956476544812,False,183.7887618636488,170.35202258901165,177.07039222633023,13.43673927463712,3.3445026446543715,7.177900477818099,False,True,False,False,False
2019-04-29 00:00:00-04:00,183.2408657202949,183.88484077653817,182.9429154300959,183.59649658203125,21716200,0.0,0.0,0.0,179.21876161860217,184.40748924263988,179.24494323730468,174.08239723196948,0.9214541952971927,1.6858167811887697,0.0576032540957146,79.30065250810901,3.12723115288901,3.0066893778673256,0.1205417750216844,92.86335176396626,91.53900026541412,181.29456080770396,176.8108737626123,169.69608493914552,162.74769021196062,169.3620147705078,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,47.9118102354276,37.012914318432905,11.247805450556957,181.15427049631472,False,183.7887618636488,171.64952394526512,177.71914290445693,12.139237918383657,2.992401513705437,7.220159476143976,False,False,False,False,False
2019-04-30 00:00:00-04:00,182.11634532195225,182.47197620079683,180.8957111495643,182.17401123046875,31495300,0.0,0.0,0.0,179.50021396258947,184.5232336720265,179.6053695678711,174.6875054637157,0.7611541929785388,1.044616771914157,0.0547629964069307,69.47970661856287,2.98551044833124,3.0024535919601085,-0.0169431436288682,87.3877504104942,90.12065551065524,181.46757900601068,176.8108737626123,170.39643977660668,163.27054713290053,170.70762634277344,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,46.45271984569104,32.773253178107595,18.642003839739832,183.88484077653817,True,183.88484077653817,173.74485040999284,178.8148455932655,10.139990366545334,2.437434769790773,6.656733049665178,True,False,False,False,False
2019-05-01 00:00:00-04:00,183.3658486427068,183.88487121188325,181.46280010925364,181.58773803710935,34797100,0.0,0.0,0.0,179.69902577921042,184.53510260903107,179.9033241271973,175.27154564536346,0.6818323044289016,0.7273292177156055,0.0514918610237462,65.85951148711072,2.793684565252107,2.960699786618508,-0.1670152213664009,78.00083251376577,86.08397822940874,181.46759422368325,176.81088898028483,170.77540334181543,163.93737433658188,174.0043487548828,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,45.67547015526433,35.31930762415129,16.785123589556743,180.8957111495643,True,183.88484077653817,174.71556918171356,179.30020497912585,9.169271594824608,1.668206429482236,6.134443446568071,False,False,False,False,True
2019-05-02 00:00:00-04:00,181.530050346795,182.4719757361517,179.6077751835626,180.79959106445312,44110100,0.0,0.0,0.0,179.8038415206621,184.50551673817893,180.11141128540038,175.71730583262183,0.5783071533499026,0.3132286133996095,0.048793193295407,61.239950617913046,2.5486846468984368,2.8782967586744936,-0.3296121117760568,63.413820593096695,76.2674678391189,181.53487997002048,176.81088898028483,170.84976564045516,163.93737433658188,176.0323028564453,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,43.63482322343096,31.343380964780472,22.18636199719877,183.88487121188325,True,183.88487121188325,175.55176902788745,179.71832011988533,8.333102183995805,1.2106015509318877,5.3652095249721015,False,False,False,False,False
2019-05-03 00:00:00-04:00,182.29892794436253,183.81752678831276,181.97214474986245,183.68296813964844,30386200,0.0,0.0,0.0,180.17328215104172,184.8082305913789,180.46703033447267,176.12583007756643,0.8703973112113026,1.4815892448452082,0.0481107296868616,69.63214022040032,2.5577012906893515,2.814177665077465,-0.2564763743881135,71.0942267747585,70.83629329387365,181.7463231977229,177.11844690044745,170.91245960671336,163.93737433658188,176.2725830078125,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,42.30930864615457,32.843257113814246,19.67334392036852,183.88487121188325,False,183.88487121188325,175.55176902788745,179.71832011988533,8.333102183995805,2.471843294231574,5.049380929129484,False,False,False,False,False
2019-05-06 00:00:00-04:00,179.78076967324077,182.80834688755,179.5020315894812,182.55845642089844,38371800,0.0,0.0,0.0,180.4004416053138,184.9259076984956,180.7207710266113,176.515634354727,0.7185048355947563,0.8740193423790252,0.0465373918891159,63.82785870283411,2.445913381158704,2.7405248082937126,-0.2946114271350089,74.45022903775566,69.65275880187029,181.69345140068225,177.76719757857418,170.91245960671336,163.93737433658188,175.2538299560547,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,39.65132571990039,28.09544328775536,25.370016008546106,183.81752678831276,False,183.88487121188325,176.4937031380809,180.18928717498207,7.391168073802362,1.4908033815250217,4.5146013532366,False,False,False,False,False
2019-05-07 00:00:00-04:00,180.56887171231537,181.3377845359529,177.3394495856718,179.00222778320312,58818100,0.0,0.0,0.0,180.2672783841604,184.8619993975386,180.77411193847652,176.6862244794145,0.2832763043237031,-0.8668947827051883,0.0452264698216666,49.71445460864622,2.046768849816744,2.6017736165983187,-0.5550047667815754,65.554946995103,70.36646760253906,180.61216039877752,178.81486081093803,170.91245960671336,164.57055119587315,176.2917938232422,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,37.43761600134327,23.52396239105894,27.98426008199207,183.81752678831276,False,183.88487121188325,176.4937031380809,180.18928717498207,7.391168073802362,-0.6137147107687276,3.6663234165736753,False,False,False,False,False
2019-05-08 00:00:00-04:00,178.4159936785046,179.89613926475866,177.7720331875774,178.55055236816406,37165300,0.0,0.0,0.0,180.10378066835122,184.7457380974137,180.8361053466797,176.92647259594565,0.2077023438983479,-1.169190624406606,0.0432395150651901,48.25501732089087,1.6746926870264076,2.4163574306839366,-0.741664743657529,39.434396908395605,59.813190980418085,180.61216039877752,179.3002201967984,170.91245960671336,164.7672121218786,175.5421600341797,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,35.38202840554025,21.95798151238251,26.12135894893448,183.42884215615427,False,183.88487121188325,176.9358410762869,180.41035614408509,6.94903013559636,-1.144098779116011,2.874346487862738,True,False,False,False,False
2019-05-09 00:00:00-04:00,176.56096178697229,178.2045134204959,175.01352977301653,177.58938598632812,55351700,0.0,0.0,0.0,179.86431450815854,184.81044750292708,180.8024658203125,176.79448413769794,0.0991648554780373,-1.6033405780878502,0.0443354758955316,45.21325460523629,1.2874209656393705,2.1905701376750235,-0.9031491720356531,24.31414574240742,43.101163215302,179.44920049244988,179.44920049244988,170.9508866830828,164.80563919824803,176.59947204589844,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,34.53169639382998,19.61624430620386,31.652895114626457,183.0634786019253,False,183.88487121188325,177.3394495856718,180.61216039877752,6.545421626211464,-2.911026326186307,2.094724818638383,False,False,False,False,False
2019-05-10 00:00:00-04:00,176.95502826277595,178.66585186417717,173.99472296020218,177.81044006347656,58526400,0.0,0.0,0.0,179.66870741818883,184.81328873794385,180.80102310180663,176.78875746566945,0.1273199098042197,-1.49072036078312,0.0443832182728073,46.05545421834013,0.986965429787972,1.9498491960976128,-0.9628837663096412,28.706581206895777,30.81837461923293,178.93979708604272,178.93979708604272,171.9168291016411,165.77158161680634,179.16563415527344,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,34.07341220282678,17.032792841296512,30.3566845270671,182.41948269561263,False,183.88487121188325,175.01352977301653,179.4492004924499,8.871341438866722,-2.4827555849678142,0.853489903041293,False,False,False,False,False
2019-05-13 00:00:00-04:00,173.28345987941077,174.21576435481185,171.14012752834128,171.63992309570312,67185800,0.0,0.0,0.0,178.9040612922378,186.059405137379,180.45261001586917,174.84581489435928,-0.2858934319141694,-3.143573727656684,0.0621414688434464,31.499265731312818,0.2480833523636363,1.609496027350818,-1.3614126749871815,23.84609111060683,25.62227268663668,177.51249937011227,177.51249937011227,171.9168291016411,165.77158161680634,179.83847045898438,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,34.44176731314021,14.164108821071682,32.4516498243435,181.5770067220716,False,183.88487121188325,173.99472296020218,178.93979708604272,9.890148251681069,-6.247403770308934,-1.3307652064732167,False,False,False,False,False
2019-05-14 00:00:00-04:00,172.54334755283676,174.57134755274785,171.90899350567082,173.52369689941406,43360600,0.0,0.0,0.0,178.3916456357784,186.5307724726561,180.19694442749025,173.86311638232434,-0.026794182008882,-2.107176728035526,0.0702989505764296,37.94719015172927,-0.1833674687111113,1.250923328138432,-1.4342907968495433,20.40164795816864,24.31810675855708,177.478827158327,177.51249937011227,171.9168291016411,165.77158161680634,181.5108184814453,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,34.58172639802785,14.013943120978492,30.055888100376144,180.32458121882397,False,183.88487121188325,171.14012752834128,177.51249937011227,12.74474368354197,-5.302937694731029,-2.4901794433593807,False,False,False,False,False
2019-05-15 00:00:00-04:00,172.38001041420185,176.4167848387298,172.34155670271264,175.9746551513672,40944500,0.0,0.0,0.0,178.16145606583447,186.62070816897537,180.03307037353517,173.44543257809497,0.1919673372921995,-1.2321306508312015,0.073182530095966,45.17777185830709,-0.3237910438280096,0.9359804537451436,-1.259771497573153,20.18581870063315,21.477852589802875,177.478827158327,177.51249937011227,172.0898442320403,166.2660182783255,181.24171447753903,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,33.71801741001098,17.126149553669684,27.064549679936583,179.222446775966,False,183.88487121188325,171.14012752834128,177.51249937011227,12.74474368354197,-4.151408971607805,-3.116301618303595,False,False,False,False,False
2019-05-16 00:00:00-04:00,176.05155210273287,178.83885962034893,175.84010068188633,177.74314880371094,39281200,0.0,0.0,0.0,178.12161727896557,186.5893662154947,179.92638549804687,173.26340478059905,0.3361666657222298,-0.6553333371110808,0.0740634087546893,49.72950913629556,-0.2890431712246197,0.6909757287511911,-0.9800188999758108,36.1485451379101,25.578670598903965,176.97423720794563,177.51249937011227,172.2436231921216,166.2660182783255,181.24745178222656,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,31.813668472246725,21.77871561093246,25.086022147860184,171.14012752834128,True,183.88487121188325,171.14012752834128,177.51249937011227,12.74474368354197,-2.4322143410194323,-3.278599766322543,False,False,False,False,False
2019-05-17 00:00:00-04:00,175.98424000370665,178.3678563268905,175.77278863104289,175.9265594482422,44702300,0.0,0.0,0.0,177.91256415223,186.6030924378738,179.71733474731445,172.8315770567551,0.2247379686138559,-1.1010481255445763,0.0766287537063784,45.54628259807037,-0.4034382262168776,0.4720929377575773,-0.875531163974455,42.433129613132046,32.9224978172251,176.2389560321471,177.51249937011227,172.68813258009652,166.38615232723708,178.13613891601562,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,30.07028377449786,20.38958974058894,23.651389142148883,171.29410217018145,False,183.88487121188325,171.14012752834128,177.51249937011227,12.74474368354197,-3.117599596791188,-3.7852652413504586,True,False,False,False,False
2019-05-20 00:00:00-04:00,173.4757180355846,174.13889061188772,172.37040107682307,172.95669555664062,38608300,0.0,0.0,0.0,177.44057666693578,186.8046768768049,179.33432006835938,171.86396325991385,0.0731378918535325,-1.707448432585868,0.0833120710592144,39.67092855583953,-0.7253786142022136,0.2325986273656191,-0.9579772415678328,34.53978505827363,37.70715326977193,175.51813339654996,177.51249937011227,173.33211681508683,166.50630494604545,178.9645538330078,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,29.574278301230056,18.63544218177785,29.84777034251346,171.4449973191848,False,183.88487121188325,171.14012752834128,177.51249937011227,12.74474368354197,-4.337894495024932,-3.529874965122758,False,False,False,False,False
2019-05-21 00:00:00-04:00,174.44644897696128,175.2441948285969,173.88898749030767,174.7636260986328,31613800,0.0,0.0,0.0,177.18562899376408,186.46054049287056,178.92679824829102,171.39305600371148,0.2236982621317066,-1.105206951473172,0.0842103286744695,44.37267173253837,-0.8252020816192385,0.0210384855686475,-0.8462405671878861,26.797314488873933,34.59007638675987,174.9894935743451,177.51249937011227,173.65648099127716,167.49939315094932,179.64845275878906,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,28.62062323945662,20.30500324826961,28.16899149402848,171.5928745652081,False,183.88487121188325,171.14012752834128,177.51249937011227,12.74474368354197,-4.855835100745175,-3.276121738978788,False,False,False,False,False
2019-05-22 00:00:00-04:00,173.7929285884873,174.9943507317023,173.7256419088844,173.9851531982422,24332600,0.0,0.0,0.0,176.88082177514295,186.1653681657143,178.50918426513672,170.85300036455914,0.2045505224506662,-1.1817979101973333,0.0857791595664454,42.82418292356148,-0.9561077409472888,-0.1743907597345396,-0.781716981212749,21.7591773164678,27.69875895453845,174.9894935743451,177.51249937011227,174.52522126971343,169.27438176195858,179.87966918945312,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,27.788009114807583,19.645039354288624,27.67189639855589,171.7377942663109,False,183.88487121188325,171.14012752834128,177.51249937011227,12.74474368354197,-4.696196161349016,-3.62706516810826,False,False,False,False,False
2019-05-23 00:00:00-04:00,171.98594110660767,172.0628338640485,170.2558907286733,171.32275390625,45351300,0.0,0.0,0.0,176.3514819781055,185.8832573084808,177.92144622802735,169.95963514757392,0.0856035608545518,-1.6575857565817953,0.0894980481470393,37.94684805849479,-1.2601584689450362,-0.391544301576639,-0.8686141673683972,19.841100620843843,22.799197475395196,174.54737517451113,177.07038097027828,175.62925216840097,169.72602663618267,182.3070831298828,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,28.01289523221249,17.812368557518067,33.77015063903412,178.83885962034893,True,183.88487121188325,171.14012752834128,177.51249937011227,12.74474368354197,-4.29015547574863,-4.759284319196439,False,False,False,False,False
2019-05-24 00:00:00-04:00,172.24540304185106,172.86053025956576,171.02475469868028,171.2362060546875,25903300,0.0,0.0,0.0,175.8643128425419,185.39763734812584,177.3212142944336,169.24479124074134,0.1232856922369712,-1.5068572310521138,0.0910937034333831,37.79614959175471,-1.4909181731254932,-0.6114190758864099,-0.8794990972390834,13.262350524092064,18.287542820467905,174.54737517451113,177.07038097027828,176.73386233741408,170.2161897124387,183.0295562744141,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,27.84766394797497,19.020668425328164,32.17874121956818,178.6672002425154,False,183.88487121188325,170.2558907286733,177.07038097027828,13.628980483209943,-4.0965128455019695,-5.544944109235473,False,False,False,False,False
2019-05-28 00:00:00-04:00,171.7168448912336,172.6779824786703,170.5730888156566,170.59231567382812,24763800,0.0,0.0,0.0,175.36221787409295,184.71571182557108,176.67100524902344,168.6262986724758,0.1221932075859525,-1.511227169656189,0.091069913427032,36.63063451479422,-1.706086767487875,-0.8303526142067029,-0.8757341532811721,6.94504434602034,13.349498496985415,174.54737517451113,177.07038097027828,176.8082246360538,170.2161897124387,184.406982421875,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,27.82058188613338,17.974728990076496,31.58920592851911,178.49897405223857,False,183.88487121188325,170.2558907286733,177.07038097027828,13.628980483209943,-3.940027312802735,-5.820925031389493,False,False,False,False,False
2019-05-29 00:00:00-04:00,169.53506653106322,170.1213610739386,168.28558467476202,169.18905639648438,42178800,0.0,0.0,0.0,174.77429773336831,184.27830098158637,176.02175750732422,167.7652140330621,0.0862250872814253,-1.6550996508742992,0.0938127603221841,34.15845913636579,-1.967164477303612,-1.057714986826085,-0.9094494904775274,6.965650025662309,9.057681631924906,173.56222214755547,176.08522794332265,177.0103248623462,170.2450614879214,184.03131103515625,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,28.39083634454868,16.879294222233334,35.707571516114655,178.33411238576727,False,183.88487121188325,170.2558907286733,177.07038097027828,13.628980483209943,-4.848637495028098,-6.685943167550221,False,False,False,False,False
2019-05-30 00:00:00-04:00,169.64080304716552,170.3808831782138,168.93917663673645,169.9003143310547,30354800,0.0,0.0,0.0,174.3101088379099,183.68983667776445,175.4373863220215,167.18493596627854,0.1645195213374708,-1.341921914650119,0.0940785830061933,36.4978207028304,-2.0925561870533045,-1.264683226871529,-0.8278729601817758,9.117198503899116,7.675964291860588,173.32672050082627,176.08522794332265,178.33906139007905,171.4704835833857,182.74053955078125,551.3099975585938,516.0583473787575,494.2501231149604,476.6242980250423,458.99847293512414,433.9040778918508,401.9385984914908,28.78603908191209,16.923494257325803,34.30058387414022,177.93217127732706,False,183.88487121188325,168.28558467476202,176.08522794332265,15.59928653712123,-1.0135222233107533,-7.291186087472113,False,False,False,False,False
